game.key,game.date,game.number,name.full
5a14e933-bd8c-5b79-a533-a21ecdc3f4c8,1915-05-14,0,Lewis
39010db5-7d27-5f00-b5b5-2e076b04888b,1915-05-14,0,Lauzon
70edd676-9bd6-5b90-97d9-8aa8099ce6df,1915-05-14,0,Moran
9f1957a8-4cee-5aa7-b171-7d3702c06a2f,1915-05-15,0,Vitter
0c3fdde6-d1f0-5884-9a6b-e7eb9bf34c22,1915-05-15,0,Lauzon
e3a49959-fa71-5359-aab5-fe9d2d82aebc,1915-05-15,0,Lewis
dc3f01ea-af59-5f71-a7c5-50c74098eb78,1915-05-15,0,Moran
8a679e26-eaf0-50b9-870d-3a2005d6d24a,1915-05-17,0,Vitter
7e3a4087-1268-5efd-b5c0-5cf8292ecbd7,1915-05-17,0,Lewis
d9572720-6c9b-5300-a84b-0425852a6059,1915-05-17,0,Lauzon
b848afba-3523-59b9-99b0-0a2dcd30a5d7,1915-05-17,0,Moran
79a3e6a5-5142-5efc-a185-7e6da5a27406,1915-05-18,0,Vitter
52706914-fe25-5c72-8f5a-a41d87941aa9,1915-05-18,0,Lewis
d5b91d2a-b8f4-54fe-89b3-3bb8d2663880,1915-05-18,0,Lauzon
006640d0-f3d1-57e3-af02-90781e62093d,1915-05-18,1,Moran
72cb9aab-c6b2-5a9b-89af-7d6850c6a97c,1915-05-18,2,Moran
e1ffba0e-0125-5264-9a40-bd183fd06f5a,1915-05-19,0,Vitter
ee9cc6aa-af49-5b27-9439-0a73becbe822,1915-05-19,0,Lewis
3b70e560-850b-5e98-845d-30c09eecfd89,1915-05-19,1,Lauzon
0f180037-0004-5e1c-b7ae-f1c9a2eb9325,1915-05-19,2,Lauzon
90acc034-ca39-55c2-b811-edaed1482cc3,1915-05-19,0,Moran
7c39e634-c2df-55de-98a7-726c616852cc,1915-05-20,0,Vitter
28bdc67b-2e66-5297-9f94-143338245957,1915-05-20,0,Lewis
0e720a83-39db-5d30-8967-db9579e32dce,1915-05-20,0,Lauzon
87f5805c-3e84-5926-9ecf-7e579275002a,1915-05-20,0,Moran
579ba23a-078b-5bdf-a41e-e768b686aca5,1915-05-21,0,Lauzon
f9bc1cbd-9dd1-5d5e-bc45-d05e74cd11c5,1915-05-21,0,Lewis
77ac98cd-f365-56a2-80db-1ff6eb623f22,1915-05-21,0,Ryan
bbdb7621-c215-5864-9f87-cfe218810c57,1915-05-21,0,Vitter
58100192-59d3-5f50-91f9-807972d22bc9,1915-05-22,0,Lauzon
248ee8ec-b028-5146-85e4-0dfbea1364a5,1915-05-22,0,Lewis
4be8ba87-e38f-5533-9a20-8c8e53276768,1915-05-22,0,Ryan
3fdc5430-2ee4-58dd-a612-47a27ba3482e,1915-05-22,0,Vitter
bacc48fb-c81a-5d5e-bf09-00f6c5871080,1915-05-24,0,Lauzon
b0e00b45-9c2f-5e6b-9ae2-924879ebd70a,1915-05-24,0,Vitter
9fdd7f36-bb44-57d9-8084-33d355b1d9b6,1915-05-24,0,Lewis
d0e3c7f6-d7b6-5579-b0a3-76ec40b63559,1915-05-24,0,Ryan
951d304f-e484-5aab-bdc8-1c3886df4b81,1915-05-25,0,Lauzon
f39688c1-d42a-50b1-a4dc-fcf00ce2fe72,1915-05-25,0,Lewis
f98581f6-4dc6-554d-b959-da0547270a2f,1915-05-25,0,Ryan
8d09b53c-8c0d-5f4b-bf47-1e7e8ac4caaf,1915-05-25,0,Vitter
f2050287-79ea-50bd-a364-66b82884d132,1915-05-26,0,Lauzon
648f2d41-0792-5fd5-92f4-5e37db4c3109,1915-05-26,0,Lewis
7ac7acf5-ef51-5598-b12f-e62920c53feb,1915-05-26,0,Ryan
90061e10-614a-539d-9839-facdacfde674,1915-05-26,0,Vitter
06c15f2f-d4a6-5a46-9c56-412b46475a80,1915-05-27,0,Lauzon
a44e242b-9f21-561d-8e73-ae78de3e50d5,1915-05-27,1,Lewis
79412c28-1bc5-52fd-b6ac-7d25b1f5bb1a,1915-05-27,2,Lewis
d4978ebd-8750-545d-b053-57e6959e588a,1915-05-27,0,Ryan
87716c46-5bbd-58f5-81fd-946296069d42,1915-05-27,0,Vitter
a0002ec0-9b35-5c82-bdca-e63ff38d9130,1915-05-28,0,Lewis
c14e0bc7-1df4-568d-a208-2942127c5b86,1915-05-28,0,Ryan
d1513624-f757-517d-b7e8-868e43aa3d6a,1915-05-28,0,Lauzon
43d012c5-3f17-5e04-9d0b-4c1c0969de3f,1915-05-29,0,Lewis
9bf88c84-deb1-59b4-a3be-b756bfa73387,1915-05-29,0,Lauzon
7193c02c-de9d-5cca-aa30-4feecd583e0b,1915-05-29,1,Vitter
5f6432e1-ef29-5987-a836-1bc0a6bee9f0,1915-05-29,2,Vitter
dcd23f45-33fd-5c44-9b1c-d095896fa49a,1915-05-29,1,Ryan
d6786637-d766-53f5-860c-840c90281d69,1915-05-29,2,Ryan
682ee9d3-c750-5119-a01a-5f8dd0f66bbe,1915-05-31,0,Lewis
682ee9d3-c750-5119-a01a-5f8dd0f66bbe,1915-05-31,0,Ryan
c7ba83f0-1128-5064-a7af-9961b7b88c3e,1915-05-31,0,Vitter
296cf273-83ed-5b5e-ba1f-e1a112a2659b,1915-05-31,1,Lauzon
670d7c1b-4b87-5248-a9d7-caaa15eeaee8,1915-05-31,2,Lauzon
571de51a-e077-526a-97b1-cec3812f25bb,1915-06-01,0,Lewis
86bdaeaa-b264-5b16-b652-a661e1998e36,1915-06-01,0,Vitter
cc4cdf73-904e-564a-a7b0-d07dccb77502,1915-06-01,0,Ryan
ae85998d-1312-5279-977a-47d30cb909b1,1915-06-01,0,Lauzon
442ef8e3-aaa8-5d88-9ad4-4c4ef35a7904,1915-06-02,0,Lewis
696d6624-9ad6-554c-b382-0bbd8213955b,1915-06-02,0,Vitter
b78caa9e-dd18-5232-9e1b-e8ce9e9717a4,1915-06-02,0,Ryan
619dc654-3772-53c6-b95c-86b5000c8ddd,1915-06-02,0,Lauzon
08352805-8a9e-59c4-b89f-26d920d22430,1915-06-03,0,Lewis
f61ff2b7-25a5-58fb-b6b6-342a35b99eeb,1915-06-03,0,Ryan
032c9966-f962-570b-9c45-1e94440a8380,1915-06-03,0,Lauzon
b4ee4bde-4473-5da8-b96b-be98f32fedf5,1915-06-03,0,Vitter
668acf50-dfef-5a63-a801-75b5c0c961a9,1915-06-04,0,Ryan
2f5f7cd0-c34f-558c-8ad3-1e3bed90b183,1915-06-04,1,Lauzon
9c0d1178-07ec-5005-93b1-269fc65a1556,1915-06-04,2,Lauzon
680c2d26-8ce1-5a30-8959-bf787ec74fca,1915-06-04,0,Lewis
33643951-a5f8-5cf9-8ca9-2753824da858,1915-06-04,0,Vitter
07eea609-cf5d-578e-ba65-bd8e68a8175b,1915-06-05,1,Ryan
2bbb92b8-7d67-5d7f-9836-84e4712dfdb8,1915-06-05,2,Ryan
502281f9-3f4e-5c4b-b12e-8ac7da0ae222,1915-06-05,0,Lauzon
502281f9-3f4e-5c4b-b12e-8ac7da0ae222,1915-06-05,0,Pearson
32074f9c-5c65-53da-9690-b34f7a7a17b2,1915-06-05,1,Lewis
c13024a6-0362-5c28-b191-6721715c213d,1915-06-05,2,Lewis
74bc7441-0423-5682-ad5b-3bf093232a50,1915-06-05,1,Vitter
7b825ec6-6286-5447-90ba-a2672f4c81eb,1915-06-05,2,Vitter
